dataset,data_name,data_split
NLBS,normal-789441495015-l-MLO,Train
NLBS,normal-329542495026-l-CC,Train
NLBS,normal-509462695016-l-MLO,Train
NLBS,False Positive-2_B379372675015-r-CC,Train
NLBS,normal-279450135017-r-CC,Train
NLBS,normal-569502755014-r-CC,Train
NLBS,normal-639363405015-r-CC,Train
NLBS,False Positive-2_D579473605015-l-CC,Train
NLBS,normal-389570125010-r-CC,Train
NLBS,normal-539533485014-r-MLO,Train
NLBS,False Positive-2_B559453575024-l-CC,Train
NLBS,normal-329542495026-l-MLO,Train
NLBS,normal-579520355010-r-CC,Train
NLBS,False Positive-2_B369413465013-l-MLO,Train
NLBS,normal-239563365018-l-MLO,Train
NLBS,normal-639401345017-r-CC,Train
NLBS,normal-589502115019-r-MLO,Train
NLBS,normal-689482775012-r-MLO,Train
NLBS,normal-279440455012-r-MLO,Train
NLBS,normal-479512275013-r-CC,Train
NLBS,normal-579531665019-l-CC,Train
NLBS,normal-449362125014-r-MLO,Train
NLBS,normal-469550455015-r-CC,Train
NLBS,normal-419451115010-l-CC,Train
NLBS,normal-469590125016-r-MLO,Train
NLBS,normal-719463295019-r-CC,Train
NLBS,normal-309461845021-l-MLO,Train
NLBS,normal-239541155507-l-CC,Train
NLBS,False Positive-2_D479532495021-r-MLO,Train
NLBS,normal-539392285018-l-MLO,Train
NLBS,False Positive-2_D329501640505-r-CC,Train
NLBS,normal-449590165501-l-CC,Train
NLBS,normal-639560245016-l-CC,Train
NLBS,False Positive-2_D689532649019-r-MLO,Train
NLBS,False Positive-2_D409593025011-l-CC,Train
NLBS,False Positive-2_B299451625501-l-CC,Train
NLBS,normal-779511415019-l-MLO,Train
NLBS,normal-209561025013-l-CC,Train
NLBS,normal-679461915010-r-CC,Train
NLBS,normal-849472395037-r-MLO,Train
NLBS,normal-719451645019-l-CC,Train
NLBS,normal-329471845019-l-MLO,Train
NLBS,False Positive-2_B649591225028-r-MLO,Train
NLBS,normal-499531085011-l-CC,Train
NLBS,normal-579452475018-r-MLO,Train
NLBS,normal-349482615508-r-CC,Train
NLBS,False Positive-2_D279593555014-l-MLO,Train
NLBS,False Positive-2_B459590915508-l-MLO,Train
NLBS,normal-319481169013-r-MLO,Train
NLBS,normal-549500775016-l-MLO,Train
NLBS,normal-349462735011-r-MLO,Train
NLBS,False Positive-2_C879602825017-l-MLO,Train
NLBS,False Positive-2_D439542665013-l-CC,Train
NLBS,normal-709401665019-r-CC,Train
NLBS,normal-579513025018-r-CC,Train
NLBS,normal-879592415506-l-CC,Train
NLBS,normal-309522825012-l-MLO,Train
NLBS,normal-519573005013-l-CC,Train
NLBS,normal-449472905016-l-CC,Train
NLBS,False Positive-2_C329591245017-r-MLO,Train
NLBS,False Positive-2_D869561845015-l-CC,Train
NLBS,normal-759432265016-l-MLO,Train
NLBS,False Positive-2_B329531225012-r-MLO,Train
NLBS,False Positive-2_D679433375012-r-CC,Train
NLBS,False Positive-2_B649471885016-r-CC,Train
NLBS,normal-869571945011-l-CC,Train
NLBS,False Positive-2_B429463265018-l-MLO,Train
NLBS,normal-759521225012-r-CC,Train
NLBS,normal-599462545014-r-MLO,Train
NLBS,False Positive-2_B759581875029-r-MLO,Train
NLBS,normal-629531805501-r-CC,Train
NLBS,normal-729451695500-r-MLO,Train
NLBS,False Positive-2_B289571085025-l-CC,Train
NLBS,normal-459582415012-l-CC,Train
NLBS,normal-109403145013-r-MLO,Train
NLBS,normal-529511585018-r-MLO,Train
NLBS,normal-809491395012-r-CC,Train
NLBS,normal-649570465017-l-CC,Train
NLBS,normal-449470435016-r-CC,Train
NLBS,normal-629420795011-r-CC,Train
NLBS,False Positive-2_B649410595023-r-CC,Train
NLBS,False Positive-2_B509570695015-l-CC,Train
NLBS,normal-309482475014-l-CC,Train
NLBS,normal-719470195509-l-MLO,Train
NLBS,normal-559551315018-r-MLO,Train
NLBS,normal-849562885012-r-MLO,Train
NLBS,False Positive-2_B679391705010-l-CC,Train
NLBS,normal-229513125018-l-MLO,Train
NLBS,False Positive-2_D759433645018-r-CC,Train
NLBS,False Positive-2_D139552715019-l-CC,Train
NLBS,False Positive-2_D519590805015-l-CC,Train
NLBS,normal-519512905505-l-CC,Train
NLBS,False Positive-2_B509572205011-l-MLO,Train
NLBS,False Positive-2_C259562545014-r-CC,Train
NLBS,False Positive-2_D139451845016-r-CC,Train
NLBS,normal-279361229016-l-CC,Train
NLBS,normal-549501235010-r-MLO,Train
NLBS,normal-449551115016-l-CC,Train
NLBS,normal-799482505010-r-CC,Train
NLBS,normal-289450105019-r-CC,Train
NLBS,False Positive-2_B789461095505-r-MLO,Train
NLBS,normal-839561495012-r-CC,Train
NLBS,normal-269582915014-l-CC,Train
NLBS,normal-349530755025-r-CC,Train
NLBS,normal-199520315011-l-MLO,Train
NLBS,normal-899430655014-l-CC,Train
NLBS,False Positive-2_D469483355019-l-MLO,Train
NLBS,normal-759551425011-l-CC,Train
NLBS,normal-349322605016-r-CC,Train
NLBS,False Positive-2_B139553115011-r-MLO,Train
NLBS,False Positive-2_B369563095016-r-CC,Train
NLBS,False Positive-2_B579530315020-l-MLO,Train
NLBS,normal-569550745503-r-CC,Train
NLBS,normal-259482535020-l-MLO,Train
NLBS,normal-499460295011-r-CC,Train
NLBS,False Positive-2_B799422555018-r-CC,Train
NLBS,normal-459522365012-l-MLO,Train
NLBS,normal-819531925017-l-MLO,Train
NLBS,normal-629450045014-l-CC,Train
NLBS,normal-399561065018-r-MLO,Train
NLBS,normal-389542345506-l-MLO,Train
NLBS,False Positive-2_B269582585015-l-MLO,Train
NLBS,False Positive-2_B259463155012-r-MLO,Train
NLBS,False Positive-2_B459470759018-l-CC,Train
NLBS,normal-499550195501-l-CC,Train
NLBS,False Positive-2_B629412735025-r-MLO,Train
NLBS,normal-259542655503-r-CC,Train
NLBS,normal-389483175011-l-CC,Train
NLBS,normal-419483085017-l-CC,Train
NLBS,normal-309301035015-r-MLO,Train
NLBS,normal-229430825013-l-MLO,Train
NLBS,False Positive-2_D759571375014-l-MLO,Train
NLBS,normal-349550155015-r-CC,Train
NLBS,normal-209593465013-r-MLO,Train
NLBS,normal-459592495020-l-MLO,Train
NLBS,normal-399591325010-l-CC,Train
NLBS,normal-289402225501-r-MLO,Train
NLBS,False Positive-2_B209542535015-l-CC,Train
NLBS,normal-789372565018-r-CC,Train
NLBS,False Positive-2_B279523195014-l-CC,Train
NLBS,normal-549551835016-l-MLO,Train
NLBS,False Positive-2_D599550435011-r-CC,Train
NLBS,normal-119453155010-l-CC,Train
NLBS,normal-539521715018-r-CC,Train
NLBS,abnormal-699510715013-r-CC,Train
NLBS,normal-579561235014-l-MLO,Train
NLBS,normal-849500799010-l-MLO,Train
NLBS,normal-329492949014-l-CC,Train
NLBS,normal-549561845013-l-CC,Train
NLBS,normal-569410785012-r-CC,Train
NLBS,normal-579530105017-l-MLO,Train
NLBS,normal-729412385019-r-MLO,Train
NLBS,normal-739550785508-r-MLO,Train
NLBS,normal-309581155012-r-CC,Train
NLBS,False Positive-2_B509583325014-l-CC,Train
NLBS,False Positive-2_B849463055020-r-CC,Train
NLBS,normal-449590175013-r-MLO,Train
NLBS,normal-119541205017-l-MLO,Train
NLBS,normal-629583405010-r-CC,Train
NLBS,False Positive-2_D299591795016-l-MLO,Train
NLBS,normal-119490755509-r-CC,Train
NLBS,normal-559551675502-r-MLO,Train
NLBS,normal-689482775012-r-CC,Train
NLBS,normal-559573515017-r-CC,Train
NLBS,normal-599563185017-l-CC,Train
NLBS,normal-389401295016-l-MLO,Train
NLBS,False Positive-2_B359521595017-l-MLO,Train
NLBS,normal-189401735015-r-CC,Train
NLBS,False Positive-2_B729552225017-l-MLO,Train
NLBS,False Positive-2_B109403505018-r-CC,Train
NLBS,False Positive-2_D749481155028-l-MLO,Train
NLBS,normal-409490155028-l-CC,Train
NLBS,normal-819491065010-r-MLO,Train
NLBS,normal-519560315508-r-CC,Train
NLBS,normal-549422315016-r-MLO,Train
NLBS,normal-349540575017-l-CC,Train
NLBS,normal-869360315509-r-CC,Train
NLBS,normal-469492325011-l-CC,Train
NLBS,normal-549591635012-r-CC,Train
NLBS,normal-739482515015-r-CC,Train
NLBS,normal-419501455010-l-MLO,Train
NLBS,normal-209562215019-l-CC,Train
NLBS,normal-659432265018-l-MLO,Train
NLBS,normal-729593425022-l-CC,Train
NLBS,normal-349360945019-l-MLO,Train
NLBS,normal-599481565027-r-CC,Train
NLBS,normal-599392665015-l-MLO,Train
NLBS,normal-429511125016-l-CC,Train
NLBS,normal-349550915012-r-CC,Train
NLBS,normal-309560515012-l-MLO,Train
NLBS,normal-609593095019-r-MLO,Train
NLBS,normal-289512505016-l-CC,Train
NLBS,False Positive-2_C389460265017-l-MLO,Train
NLBS,normal-359470475500-r-CC,Train
NLBS,False Positive-2_B399571905013-r-CC,Train
NLBS,False Positive-2_D799603345015-r-MLO,Train
NLBS,normal-539392175029-l-CC,Train
NLBS,normal-309431385017-r-CC,Train
NLBS,False Positive-2_B309551535011-l-CC,Train
NLBS,normal-879472245015-r-MLO,Train
NLBS,normal-329430695018-r-MLO,Train
NLBS,normal-479540585011-r-CC,Train
NLBS,normal-189421955015-r-MLO,Train
NLBS,normal-179452045018-r-MLO,Train
NLBS,normal-249520305015-r-CC,Train
NLBS,normal-389593305029-r-MLO,Train
NLBS,normal-459540305016-r-CC,Train
NLBS,normal-449531075504-l-CC,Train
NLBS,False Positive-2_D869431185014-r-MLO,Train
NLBS,normal-419501455010-r-MLO,Train
NLBS,False Positive-2_D429542735015-l-CC,Train
NLBS,normal-899520495016-l-MLO,Train
NLBS,normal-399542785015-r-MLO,Train
NLBS,normal-539521715018-r-MLO,Train
NLBS,normal-329591435014-l-MLO,Train
NLBS,normal-179591675501-r-MLO,Train
NLBS,normal-239501205011-l-MLO,Train
NLBS,normal-579440365016-l-MLO,Train
NLBS,normal-869540725502-l-CC,Train
NLBS,False Positive-2_D149592345511-r-CC,Train
NLBS,normal-489511905023-l-CC,Train
NLBS,normal-309561385019-l-CC,Train
NLBS,False Positive-2_D729492115500-l-MLO,Train
NLBS,False Positive-2_B399571905013-r-MLO,Train
NLBS,normal-139421875010-r-CC,Train
NLBS,normal-639380295019-r-MLO,Train
NLBS,normal-499460865011-r-MLO,Train
NLBS,normal-759572515014-l-MLO,Train
NLBS,False Positive-2_B659320345013-l-CC,Train
NLBS,normal-349380355017-l-MLO,Train
NLBS,normal-419520345010-l-MLO,Train
NLBS,normal-519412415019-l-MLO,Train
NLBS,normal-279510679012-r-MLO,Train
NLBS,normal-389580585013-l-MLO,Train
NLBS,normal-529581605027-r-CC,Train
NLBS,normal-879540495030-l-CC,Train
NLBS,normal-579440855016-r-MLO,Train
NLBS,normal-439563445014-r-CC,Train
NLBS,normal-819370895016-l-CC,Train
NLBS,abnormal-529503605014-r-MLO,Train
NLBS,False Positive-2_D229522675011-l-CC,Train
NLBS,normal-439530635010-l-MLO,Train
NLBS,False Positive-2_C839563475012-l-MLO,Train
NLBS,normal-449523465028-r-CC,Train
NLBS,normal-849471565010-l-MLO,Train
NLBS,False Positive-2_B479502525013-r-MLO,Train
NLBS,normal-499451995504-l-CC,Train
NLBS,normal-419521515025-r-MLO,Train
NLBS,normal-569580625014-r-CC,Train
NLBS,normal-139560845022-l-MLO,Train
NLBS,normal-279442805016-l-MLO,Train
NLBS,normal-269513349010-r-CC,Train
NLBS,normal-309490195018-l-MLO,Train
NLBS,normal-269411945026-l-CC,Train
NLBS,normal-269552765019-l-CC,Train
NLBS,False Positive-2_D849600315014-r-MLO,Train
NLBS,False Positive-2_B269412225014-r-MLO,Train
NLBS,normal-129430745015-l-CC,Train
NLBS,abnormal-499422815500-l-MLO,Train
NLBS,normal-639520825014-r-CC,Train
NLBS,normal-529542555014-r-CC,Train
NLBS,normal-179433255017-l-CC,Train
NLBS,False Positive-2_D499500279017-l-MLO,Train
NLBS,normal-289581345013-r-CC,Train
NLBS,False Positive-2_D699452385015-r-MLO,Train
NLBS,False Positive-2_D409373455016-r-CC,Train
NLBS,normal-759582335015-l-CC,Train
NLBS,normal-309581985012-r-CC,Train
NLBS,False Positive-2_D879591905010-l-CC,Train
NLBS,normal-159442565010-l-MLO,Train
NLBS,normal-369571525012-l-CC,Train
NLBS,normal-349431135012-r-CC,Train
NLBS,normal-519493045016-r-MLO,Train
NLBS,normal-499491095018-r-CC,Train
NLBS,normal-109382965506-l-MLO,Train
NLBS,normal-589381135013-r-CC,Train
NLBS,False Positive-2_C809590525014-r-MLO,Train
NLBS,normal-319492815034-r-CC,Train
NLBS,normal-279523515013-l-CC,Train
NLBS,normal-199331845016-r-CC,Train
NLBS,normal-579420455019-l-MLO,Train
NLBS,normal-119540615018-l-CC,Train
NLBS,False Positive-2_D699511385014-r-MLO,Train
NLBS,normal-419460645502-r-MLO,Train
NLBS,False Positive-2_D459483035018-r-MLO,Train
NLBS,False Positive-2_C869420945501-l-MLO,Train
NLBS,normal-529580535019-l-CC,Train
NLBS,normal-209470365401-r-MLO,Train
NLBS,normal-309462465019-l-MLO,Train
NLBS,normal-119453155010-l-MLO,Train
NLBS,normal-509561595018-l-MLO,Train
NLBS,normal-679470035024-r-MLO,Train
NLBS,normal-359490315017-r-MLO,Train
NLBS,normal-489471025010-r-MLO,Train
NLBS,normal-649383215013-l-MLO,Train
NLBS,False Positive-2_D559593055010-r-CC,Train
NLBS,normal-459570905016-r-MLO,Train
NLBS,normal-789570859015-l-CC,Train
NLBS,False Positive-2_B249582925023-l-MLO,Train
NLBS,normal-679572575026-r-CC,Train
NLBS,normal-439472095504-r-CC,Train
NLBS,normal-699413455022-l-MLO,Train
NLBS,normal-289561615013-r-MLO,Train
NLBS,False Positive-2_B819580935503-l-CC,Train
NLBS,normal-869492505019-l-MLO,Train
NLBS,normal-319490755018-r-CC,Train
NLBS,normal-879511295013-r-MLO,Train
NLBS,normal-849453525016-r-CC,Train
NLBS,normal-319532265026-l-MLO,Train
NLBS,normal-649573395013-r-CC,Train
NLBS,normal-849591245501-l-CC,Train
NLBS,normal-819563195018-l-MLO,Train
NLBS,normal-849511105017-r-MLO,Train
NLBS,normal-549591635012-l-CC,Train
NLBS,normal-419461415012-r-CC,Train
NLBS,normal-219562135018-r-MLO,Train
NLBS,normal-549491239014-r-CC,Train
NLBS,normal-129390955018-r-MLO,Train
NLBS,normal-309581985012-r-MLO,Train
NLBS,normal-329542495018-r-MLO,Train
NLBS,normal-339450625019-l-CC,Train
NLBS,normal-409581815019-l-CC,Train
NLBS,normal-469332315016-l-CC,Train
NLBS,False Positive-2_C699570865013-r-MLO,Train
NLBS,False Positive-2_D449592895014-r-MLO,Train
NLBS,normal-849391075017-r-MLO,Train
NLBS,normal-659543385010-l-MLO,Train
NLBS,normal-399461605012-r-MLO,Train
NLBS,normal-369502895013-r-MLO,Train
NLBS,normal-269552865017-r-CC,Train
NLBS,normal-209561145019-l-MLO,Train
NLBS,normal-329521835010-r-MLO,Train
NLBS,normal-259373209016-r-CC,Train
NLBS,normal-479532499015-r-MLO,Train
NLBS,normal-309492275016-r-MLO,Train
NLBS,normal-519341355013-l-MLO,Train
NLBS,normal-549403015015-r-MLO,Train
NLBS,normal-789563425501-l-MLO,Train
NLBS,normal-419343055507-l-CC,Train
NLBS,normal-179433205012-r-MLO,Train
NLBS,normal-719522585012-l-CC,Train
NLBS,normal-No ID-l-MLO,Train
NLBS,normal-399430805016-r-MLO,Train
NLBS,normal-609593175407-l-MLO,Train
NLBS,normal-499453205019-r-CC,Train
NLBS,normal-459570905016-l-MLO,Train
NLBS,normal-899543505015-r-MLO,Train
NLBS,False Positive-2_D639600895010-l-CC,Train
NLBS,normal-739473315508-l-CC,Train
NLBS,normal-729330799010-l-MLO,Train
NLBS,normal-339431319013-r-CC,Train
NLBS,normal-629573615024-l-MLO,Train
NLBS,normal-249541425016-r-CC,Train
NLBS,normal-869580025029-r-MLO,Train
NLBS,normal-699511865015-l-CC,Train
NLBS,False Positive-2_B269363355018-r-CC,Train
NLBS,normal-289522645026-r-CC,Train
NLBS,normal-639431395016-l-MLO,Train
NLBS,normal-879472245015-l-MLO,Train
NLBS,False Positive-2_D579483315019-r-CC,Train
NLBS,normal-309543465020-l-CC,Train
NLBS,normal-169530055014-r-CC,Train
NLBS,normal-269590285012-l-MLO,Train
NLBS,normal-209530275012-r-CC,Train
NLBS,normal-509373325018-r-CC,Train
NLBS,normal-539482115026-l-CC,Train
NLBS,normal-559460315018-l-MLO,Train
NLBS,False Positive-2_D809441115502-l-MLO,Train
NLBS,normal-489590595018-l-CC,Train
NLBS,normal-689340845015-r-MLO,Train
NLBS,False Positive-2_B239460445012-l-MLO,Train
NLBS,False Positive-2_B209431349015-l-CC,Train
NLBS,normal-349492175022-r-CC,Train
NLBS,normal-649592255016-l-CC,Train
NLBS,normal-549363375011-l-CC,Train
NLBS,False Positive-2_A879360725029-r-MLO,Train
NLBS,False Positive-2_B389473545017-l-MLO,Train
NLBS,normal-809562045017-r-MLO,Train
NLBS,False Positive-2_D169590725019-l-MLO,Train
NLBS,normal-479452685502-l-CC,Train
NLBS,normal-439472095504-r-MLO,Train
NLBS,normal-689340845015-l-MLO,Train
NLBS,normal-109440885019-l-CC,Train
NLBS,normal-729402385011-r-MLO,Train
NLBS,normal-339431319013-l-MLO,Train
NLBS,normal-559490705022-r-CC,Train
NLBS,False Positive-2_B449461535014-r-CC,Train
NLBS,normal-269483525011-l-MLO,Train
NLBS,normal-549591855016-r-MLO,Train
NLBS,normal-869543205403-r-MLO,Train
NLBS,normal-249450055507-l-MLO,Train
NLBS,False Positive-2_B759531065010-l-CC,Train
NLBS,normal-329592475506-r-CC,Train
NLBS,False Positive-2_B339520315013-r-MLO,Train
NLBS,normal-229503515012-l-CC,Train
NLBS,normal-159562055016-l-MLO,Train
NLBS,normal-869491705024-r-MLO,Train
NLBS,normal-329552335013-r-MLO,Train
NLBS,False Positive-2_B749441335017-l-CC,Train
NLBS,False Positive-2_B499520155502-r-MLO,Train
NLBS,normal-279561955014-r-CC,Train
NLBS,normal-329520625016-r-MLO,Train
NLBS,False Positive-2_D189590625019-r-CC,Train
NLBS,normal-239470365010-l-MLO,Train
NLBS,False Positive-2_B459501355018-l-MLO,Train
NLBS,normal-769540085016-l-MLO,Train
NLBS,False Positive-2_B809572165011-l-MLO,Train
NLBS,False Positive-2_D719490465015-r-MLO,Train
NLBS,False Positive-2_B319550565018-l-CC,Train
NLBS,normal-819542965010-l-CC,Train
NLBS,normal-569561825013-l-CC,Train
NLBS,normal-629291015507-l-CC,Train
NLBS,normal-589432985010-l-CC,Train
NLBS,normal-289541915012-r-MLO,Train
NLBS,normal-809581895509-r-MLO,Train
NLBS,False Positive-2_D549600035022-r-MLO,Train
NLBS,normal-799552815018-l-CC,Train
NLBS,False Positive-2_B839572045012-r-MLO,Train
NLBS,normal-339352145017-l-CC,Train
NLBS,normal-259520335011-r-CC,Train
NLBS,normal-499571435019-l-CC,Train
NLBS,normal-519561695015-l-MLO,Train
NLBS,normal-129503405018-r-MLO,Train
NLBS,False Positive-2_D639321695012-r-MLO,Train
NLBS,False Positive-2_D649361665015-r-MLO,Train
NLBS,normal-459420195016-r-MLO,Train
NLBS,normal-209431715017-r-MLO,Train
NLBS,normal-729461235016-r-CC,Train
NLBS,normal-349390595016-r-CC,Train
NLBS,normal-229470015012-r-MLO,Train
NLBS,normal-419571375015-l-CC,Train
NLBS,normal-589403655501-r-CC,Train
NLBS,normal-289383235016-l-CC,Train
NLBS,normal-649500705011-r-CC,Train
NLBS,normal-269432695014-l-CC,Train
NLBS,normal-359421845017-l-CC,Train
NLBS,normal-799490405013-r-MLO,Train
NLBS,normal-249500945012-l-MLO,Train
NLBS,normal-699543025026-r-MLO,Train
NLBS,False Positive-2_B339532465012-r-MLO,Train
NLBS,normal-579420845011-l-MLO,Train
NLBS,normal-549590705014-r-MLO,Train
NLBS,False Positive-2_B189410865019-l-CC,Train
NLBS,normal-649470755012-r-MLO,Train
NLBS,normal-609592005019-r-CC,Train
NLBS,normal-459422985018-r-MLO,Train
NLBS,normal-729492035013-r-CC,Train
NLBS,normal-469442665011-r-MLO,Train
NLBS,normal-459531465019-r-CC,Train
NLBS,normal-509450455019-r-MLO,Train
NLBS,normal-329420455019-l-CC,Train
NLBS,normal-529511585018-l-CC,Train
NLBS,abnormal-629550055012-r-CC,Train
NLBS,normal-549323115507-r-MLO,Train
NLBS,normal-789530115011-r-MLO,Train
NLBS,normal-459380365021-l-MLO,Train
NLBS,normal-689542245014-r-CC,Train
NLBS,normal-539500235012-l-CC,Train
NLBS,normal-169352505500-r-MLO,Train
NLBS,False Positive-2_B369352175011-l-CC,Train
NLBS,False Positive-2_B729472675010-l-CC,Train
NLBS,normal-539482255020-r-CC,Train
NLBS,False Positive-2_B369490105508-r-MLO,Train
NLBS,normal-339570895013-r-CC,Train
NLBS,False Positive-2_B759392635505-r-MLO,Train
NLBS,False Positive-2_D779541815501-r-MLO,Train
NLBS,normal-559573575011-r-CC,Train
NLBS,normal-639480105506-l-CC,Train
NLBS,normal-179470565013-r-MLO,Train
NLBS,normal-469442125404-r-CC,Train
NLBS,normal-869490585039-l-MLO,Train
NLBS,False Positive-2_B479502545011-r-MLO,Train
NLBS,normal-389582575012-l-MLO,Train
NLBS,normal-329473245010-r-CC,Train
NLBS,normal-889561995503-l-MLO,Train
NLBS,normal-119502515016-r-MLO,Train
NLBS,normal-189521635012-r-MLO,Train
NLBS,normal-209542545014-l-CC,Train
NLBS,False Positive-2_B139502995018-r-MLO,Train
NLBS,normal-669450035011-r-MLO,Train
NLBS,False Positive-2_B279542205018-r-MLO,Train
NLBS,False Positive-2_B339540165018-r-CC,Train
NLBS,normal-399540585011-r-CC,Train
NLBS,normal-679600275011-l-MLO,Train
NLBS,normal-469341875505-l-MLO,Train
NLBS,normal-719491455015-r-MLO,Train
NLBS,normal-779492535017-r-CC,Train
NLBS,normal-309561695011-r-MLO,Train
NLBS,normal-209430515012-r-MLO,Train
NLBS,normal-289490545018-r-CC,Train
NLBS,normal-519531865011-l-CC,Train
NLBS,normal-549572145015-l-CC,Train
NLBS,normal-869503205013-l-MLO,Train
NLBS,normal-649461315016-r-CC,Train
NLBS,normal-289480715019-r-MLO,Train
NLBS,normal-489573045015-r-MLO,Train
NLBS,False Positive-2_B729552225017-l-CC,Train
NLBS,normal-609552205013-r-MLO,Train
NLBS,normal-369501405012-l-CC,Train
NLBS,normal-459402145021-l-MLO,Train
NLBS,False Positive-2_B409422535016-l-CC,Train
NLBS,normal-169541305010-r-MLO,Train
NLBS,False Positive-2_C369390155017-l-MLO,Train
NLBS,normal-809433205014-l-CC,Train
NLBS,normal-609573095013-r-MLO,Train
NLBS,normal-519383415014-r-MLO,Train
NLBS,normal-639582505017-r-CC,Train
NLBS,False Positive-2_B569462845011-l-CC,Train
NLBS,normal-589550625018-l-CC,Train
NLBS,False Positive-2_C189393415014-l-MLO,Train
NLBS,normal-119382439014-r-MLO,Train
NLBS,normal-649550045011-r-CC,Train
NLBS,False Positive-2_D519533045018-l-MLO,Train
NLBS,normal-429371675019-r-MLO,Train
NLBS,normal-509592745509-l-MLO,Train
NLBS,normal-309433545014-r-MLO,Train
NLBS,normal-719563575021-l-CC,Train
NLBS,False Positive-2_B729471645014-r-MLO,Train
NLBS,False Positive-2_C369390155017-r-MLO,Train
NLBS,abnormal-489611745014-l-MLO,Train
NLBS,False Positive-2_B539483175011-r-MLO,Train
NLBS,normal-329431805012-r-MLO,Train
NLBS,False Positive-2_B409311655016-r-MLO,Train
NLBS,False Positive-2_D519561235010-r-CC,Train
NLBS,normal-599392665015-r-MLO,Train
NLBS,normal-699590225016-r-CC,Train
NLBS,normal-569540755018-r-CC,Train
NLBS,normal-639540119018-l-MLO,Train
NLBS,normal-759472385013-r-CC,Train
NLBS,normal-419332475013-l-CC,Train
NLBS,normal-409543355500-r-MLO,Train
NLBS,False Positive-2_B409311655016-l-MLO,Train
NLBS,False Positive-2_D269510725014-r-CC,Train
NLBS,False Positive-2_D439542665013-r-CC,Train
NLBS,normal-179393419017-r-CC,Train
NLBS,normal-139481855019-l-MLO,Train
NLBS,False Positive-2_D839523415017-l-CC,Train
NLBS,normal-559571295018-l-CC,Train
NLBS,False Positive-2_A329483205012-l-MLO,Train
NLBS,False Positive-2_D529482475017-r-CC,Train
NLBS,False Positive-2_D819531575010-r-MLO,Train
NLBS,normal-509371305012-r-CC,Train
NLBS,normal-849400295010-r-CC,Train
NLBS,normal-829521045015-l-MLO,Train
NLBS,normal-389482125017-r-CC,Train
NLBS,normal-209510295014-r-CC,Train
NLBS,normal-559393335034-l-MLO,Train
NLBS,normal-679563545012-r-CC,Train
NLBS,normal-329481885500-r-CC,Train
NLBS,False Positive-2_D789380115012-l-CC,Train
NLBS,False Positive-2_D549430895504-l-CC,Train
NLBS,False Positive-2_B599422075011-r-MLO,Train
NLBS,False Positive-2_D609523365037-l-MLO,Train
NLBS,normal-269451075015-r-CC,Train
NLBS,normal-529532245501-r-MLO,Train
NLBS,normal-249540115014-r-CC,Train
NLBS,normal-849591245501-r-CC,Train
NLBS,normal-249420445010-r-CC,Train
NLBS,normal-599451155502-r-MLO,Train
NLBS,normal-639590885039-l-CC,Train
NLBS,normal-539392285018-l-CC,Train
NLBS,normal-819541975010-r-MLO,Train
NLBS,normal-509560545014-r-CC,Train
NLBS,normal-859550145014-l-CC,Train
NLBS,normal-279361229016-r-CC,Train
NLBS,normal-849361415011-r-MLO,Train
NLBS,normal-289550505019-l-MLO,Train
NLBS,normal-699520455014-r-CC,Train
NLBS,normal-379330595016-l-CC,Train
NLBS,normal-769560715013-r-MLO,Train
NLBS,normal-289543225501-l-MLO,Train
NLBS,normal-629522225016-r-CC,Train
NLBS,normal-659423435018-l-MLO,Train
NLBS,normal-189440705011-r-MLO,Train
NLBS,False Positive-2_B329370895503-l-CC,Train
NLBS,False Positive-2_C809601955507-l-MLO,Train
NLBS,normal-269482855013-l-MLO,Train
NLBS,normal-589361355011-l-CC,Train
NLBS,normal-109593005019-l-MLO,Train
NLBS,False Positive-2_B519562015015-r-CC,Train
NLBS,normal-679590875010-l-MLO,Train
NLBS,normal-259470265010-r-CC,Train
NLBS,False Positive-2_B639501355015-l-CC,Train
NLBS,normal-249410025012-l-MLO,Train
NLBS,normal-629482795016-r-CC,Train
NLBS,normal-179491775013-r-CC,Train
NLBS,False Positive-2_D439480155019-r-MLO,Train
NLBS,False Positive-2_C759362285018-l-CC,Train
NLBS,normal-709341405013-r-MLO,Train
NLBS,normal-869540725502-r-MLO,Train
NLBS,normal-549561685021-l-CC,Train
NLBS,False Positive-2_B239502605508-r-MLO,Train
NLBS,normal-869453379016-r-MLO,Train
NLBS,False Positive-2_D459512395508-r-MLO,Train
NLBS,normal-269431255018-r-MLO,Train
NLBS,normal-259580895508-l-MLO,Train
NLBS,False Positive-2_B119410705014-l-MLO,Train
NLBS,normal-139481855019-r-MLO,Train
NLBS,normal-849580315406-r-MLO,Train
NLBS,normal-359583095013-l-MLO,Train
NLBS,normal-899531275027-r-CC,Train
NLBS,False Positive-2_B539480505012-l-CC,Train
NLBS,normal-589400135010-r-MLO,Train
NLBS,False Positive-2_D189490515021-r-CC,Train
NLBS,normal-609371995018-l-CC,Train
NLBS,normal-339431625013-l-MLO,Train
NLBS,normal-489391705014-r-CC,Train
NLBS,False Positive-2_B739580975012-r-MLO,Train
NLBS,normal-359541945010-l-CC,Train
NLBS,False Positive-2_D159501445039-l-MLO,Train
NLBS,normal-369471195015-r-CC,Train
NLBS,False Positive-2_B379392625016-l-MLO,Train
NLBS,normal-699523665502-l-MLO,Train
NLBS,False Positive-2_B489541465014-r-MLO,Train
